id_istance,predicted linking,correct linking
25,"    @Override
public void onFieldChanged(String column, String value) {
if (!isFieldChanged(column, value)) {
return;
}

//comment
saveValue(column, value);

//comment
<start>notifyEditorListener();<end>
}","    @Override
public void onFieldChanged(String column, String value) {
if (!isFieldChanged(column, value)) {
return;
}

//comment
saveValue(column, value);

//comment
<start>notifyEditorListener();<end>
}"
27,"    @Override
public void onCreate(Bundle savedInstanceState) {
super.onCreate(savedInstanceState);

BluetoothDevice device;
if (savedInstanceState != null) {
device = savedInstanceState.getParcelable(EXTRA_DEVICE);
} else {
Bundle args = getArguments();
device = args.getParcelable(EXTRA_DEVICE);
}

addPreferencesFromResource(R.xml.bluetooth_device_advanced);
getPreferenceScreen().setOrderingAsAdded(false);
mProfileContainer = (PreferenceGroup) findPreference(KEY_PROFILE_CONTAINER);
mDeviceNamePref = (EditTextPreference) findPreference(KEY_RENAME_DEVICE);

if (device == null) {
Log.w(TAG, ""Activity started without a remote Bluetooth device"");
finish();
return;
}
mRenameDeviceNamePref = new RenameEditTextPreference();
mManager = LocalBluetoothManager.getInstance(getActivity());
CachedBluetoothDeviceManager deviceManager =
mManager.getCachedDeviceManager();
mProfileManager = mManager.getProfileManager();
mCachedDevice = deviceManager.findDevice(device);
if (mCachedDevice == null) {
Log.w(TAG, ""Device not found, cannot connect to it"");
finish();
return;
}

String deviceName = mCachedDevice.getName();
mDeviceNamePref.setSummary(deviceName);
mDeviceNamePref.setText(deviceName);
mDeviceNamePref.setOnPreferenceChangeListener(this);

//comment
<start>addPreferencesForProfiles();<end>
}","    @Override
public void onCreate(Bundle savedInstanceState) {
super.onCreate(savedInstanceState);

BluetoothDevice device;
if (savedInstanceState != null) {
device = savedInstanceState.getParcelable(EXTRA_DEVICE);
} else {
Bundle args = getArguments();
device = args.getParcelable(EXTRA_DEVICE);
}

addPreferencesFromResource(R.xml.bluetooth_device_advanced);
getPreferenceScreen().setOrderingAsAdded(false);
mProfileContainer = (PreferenceGroup) findPreference(KEY_PROFILE_CONTAINER);
mDeviceNamePref = (EditTextPreference) findPreference(KEY_RENAME_DEVICE);

if (device == null) {
Log.w(TAG, ""Activity started without a remote Bluetooth device"");
finish();
return;
}
mRenameDeviceNamePref = new RenameEditTextPreference();
mManager = LocalBluetoothManager.getInstance(getActivity());
CachedBluetoothDeviceManager deviceManager =
mManager.getCachedDeviceManager();
mProfileManager = mManager.getProfileManager();
mCachedDevice = deviceManager.findDevice(device);
if (mCachedDevice == null) {
Log.w(TAG, ""Device not found, cannot connect to it"");
finish();
return;
}

String deviceName = mCachedDevice.getName();
mDeviceNamePref.setSummary(deviceName);
mDeviceNamePref.setText(deviceName);
mDeviceNamePref.setOnPreferenceChangeListener(this);

//comment
<start>addPreferencesForProfiles();<end>
}"
28,"private static void updateCdmaCallStateOnNewOutgoingCall(PhoneGlobals app) {
if (app.cdmaPhoneCallState.getCurrentCallState() ==
<start>CdmaPhoneCallState.PhoneCallState.IDLE) {<end>
//comment
app.cdmaPhoneCallState.setCurrentCallState(
CdmaPhoneCallState.PhoneCallState.SINGLE_ACTIVE);
} else {
//comment
<start>app.cdmaPhoneCallState.setCurrentCallState(
CdmaPhoneCallState.PhoneCallState.THRWAY_ACTIVE);<end>
}
}","private static void updateCdmaCallStateOnNewOutgoingCall(PhoneGlobals app) {
<start>if (app.cdmaPhoneCallState.getCurrentCallState() ==
CdmaPhoneCallState.PhoneCallState.IDLE) {<end>
//comment
app.cdmaPhoneCallState.setCurrentCallState(
CdmaPhoneCallState.PhoneCallState.SINGLE_ACTIVE);
<start>} else {
//comment
app.cdmaPhoneCallState.setCurrentCallState(
CdmaPhoneCallState.PhoneCallState.THRWAY_ACTIVE);
}<end>
}"
29,"public void logCall(Connection c, int callLogType) {
final String number = c.getAddress();
final long date = c.getCreateTime();
final long duration = c.getDurationMillis();
final Phone phone = c.getCall().getPhone();

final CallerInfo ci = getCallerInfoFromConnection(c);
final String logNumber = getLogNumber(c, ci);

if (DBG) {
log(""- onDisconnect(): logNumber set to:"" + PhoneUtils.toLogSafePhoneNumber(logNumber) +
"", number set to: "" + PhoneUtils.toLogSafePhoneNumber(number));
}

//comment
//comment
//comment

//comment
final int presentation = getPresentation(c, ci);

final boolean isOtaspNumber = TelephonyCapabilities.supportsOtasp(phone)
&& phone.isOtaSpNumber(number);

//comment
if (!isOtaspNumber) {
<start>logCall(ci, logNumber, presentation, callLogType, date, duration);<end>
}
}","public void logCall(Connection c, int callLogType) {
final String number = c.getAddress();
final long date = c.getCreateTime();
final long duration = c.getDurationMillis();
final Phone phone = c.getCall().getPhone();

final CallerInfo ci = getCallerInfoFromConnection(c);
final String logNumber = getLogNumber(c, ci);

if (DBG) {
log(""- onDisconnect(): logNumber set to:"" + PhoneUtils.toLogSafePhoneNumber(logNumber) +
"", number set to: "" + PhoneUtils.toLogSafePhoneNumber(number));
}

//comment
//comment
//comment

//comment
final int presentation = getPresentation(c, ci);

final boolean isOtaspNumber = TelephonyCapabilities.supportsOtasp(phone)
&& phone.isOtaSpNumber(number);

//comment
<start>if (!isOtaspNumber) {<end>
logCall(ci, logNumber, presentation, callLogType, date, duration);
}
}"
32,"private void updateHeaderList(List<Header> target) {
int i = 0;
while (i < target.size()) {
Header header = target.get(i);
//comment
int id = (int) header.id;

//comment
if (target.get(i) == header) {
//comment
//comment
if (mFirstHeader == null &&
HeaderAdapter.getHeaderType(header) != HeaderAdapter.HEADER_TYPE_CATEGORY) {
<start>mFirstHeader = header;<end>
}
mHeaderIndexMap.put(id, i);
i++;
}
}
}","private void updateHeaderList(List<Header> target) {
int i = 0;
while (i < target.size()) {
Header header = target.get(i);
//comment
int id = (int) header.id;

//comment
<start>if (target.get(i) == header) {<end>
//comment
//comment
if (mFirstHeader == null &&
HeaderAdapter.getHeaderType(header) != HeaderAdapter.HEADER_TYPE_CATEGORY) {
mFirstHeader = header;
}
mHeaderIndexMap.put(id, i);
<start>i++;<end>
}
}
}"
33,"    @Override
public synchronized void startMonitoring() {
//comment
mConnected = true;
mMonitoring = true;

//comment
//comment
IntentFilter filter = new IntentFilter();
filter.addAction(BluetoothDevice.ACTION_ACL_DISCONNECTED);
filter.addAction(BluetoothDevice.ACTION_ACL_CONNECTED);
filter.addAction(BluetoothAdapter.ACTION_STATE_CHANGED);
mContext.registerReceiver(mReceiver, filter);

//comment
mHandler.sendMessageDelayed(
Message.obtain(mHandler, mTimeoutCallback), INACTIVITY_TIMEOUT_MS);

//comment
updateAndReportActiveLocked();
}","    @Override
public synchronized void startMonitoring() {
//comment
mConnected = true;
mMonitoring = true;

//comment
//comment
IntentFilter filter = new IntentFilter();
filter.addAction(BluetoothDevice.ACTION_ACL_DISCONNECTED);
filter.addAction(BluetoothDevice.ACTION_ACL_CONNECTED);
filter.addAction(BluetoothAdapter.ACTION_STATE_CHANGED);
mContext.registerReceiver(mReceiver, filter);

//comment
mHandler.sendMessageDelayed(
Message.obtain(mHandler, mTimeoutCallback), INACTIVITY_TIMEOUT_MS);

//comment
<start>updateAndReportActiveLocked();<end>
}"
36,"    private void onReleaseShift(final boolean withSliding) {
if (RecapitalizeStatus.NOT_A_RECAPITALIZE_MODE != mRecapitalizeMode) {
//comment
//comment
updateShiftStateForRecapitalize(mRecapitalizeMode);
} else if (mIsAlphabetMode) {
final boolean isShiftLocked = mAlphabetShiftState.isShiftLocked();
mIsInAlphabetUnshiftedFromShifted = false;
if (mIsInDoubleTapShiftKey) {
//comment
//comment
<start>mIsInDoubleTapShiftKey = false;
} else if (mLongPressShiftLockFired) {<end>
setShiftLocked(!mAlphabetShiftState.isShiftLocked());
<start>} else if (mShiftKeyState.isChording()) {<end>
if (mAlphabetShiftState.isShiftLockShifted()) {
//comment
setShiftLocked(true);
} else {
//comment
setShifted(UNSHIFT);
}
//comment
//comment
<start>mShiftKeyState.onRelease();<end>
mSwitchActions.requestUpdatingShiftState();
return;
} else if (mAlphabetShiftState.isShiftLockShifted() && withSliding) {
//comment
setShiftLocked(true);
} else if (mAlphabetShiftState.isManualShifted() && withSliding) {
//comment
mSwitchState = SWITCH_STATE_MOMENTARY_ALPHA_SHIFT;
} else if (isShiftLocked && !mAlphabetShiftState.isShiftLockShifted()
&& (mShiftKeyState.isPressing() || mShiftKeyState.isPressingOnShifted())
&& !withSliding) {
//comment
} else if (isShiftLocked && !mShiftKeyState.isIgnoring() && !withSliding) {
//comment
setShiftLocked(false);
} else if (mAlphabetShiftState.isShiftedOrShiftLocked()
&& mShiftKeyState.isPressingOnShifted() && !withSliding) {
//comment
setShifted(UNSHIFT);
mIsInAlphabetUnshiftedFromShifted = true;
} else if (mAlphabetShiftState.isManualShiftedFromAutomaticShifted()
&& mShiftKeyState.isPressing() && !withSliding) {
//comment
//comment
setShifted(UNSHIFT);
mIsInAlphabetUnshiftedFromShifted = true;
}
} else {
//comment
//comment
if (mShiftKeyState.isChording()) {
toggleShiftInSymbols();
}
}
mShiftKeyState.onRelease();
}","    private void onReleaseShift(final boolean withSliding) {
if (RecapitalizeStatus.NOT_A_RECAPITALIZE_MODE != mRecapitalizeMode) {
//comment
//comment
updateShiftStateForRecapitalize(mRecapitalizeMode);
} else if (mIsAlphabetMode) {
final boolean isShiftLocked = mAlphabetShiftState.isShiftLocked();
mIsInAlphabetUnshiftedFromShifted = false;
<start>if (mIsInDoubleTapShiftKey) {
//comment
//comment
mIsInDoubleTapShiftKey = false;<end>
} else if (mLongPressShiftLockFired) {
setShiftLocked(!mAlphabetShiftState.isShiftLocked());
} else if (mShiftKeyState.isChording()) {
if (mAlphabetShiftState.isShiftLockShifted()) {
//comment
setShiftLocked(true);
} else {
//comment
setShifted(UNSHIFT);
}
//comment
//comment
mShiftKeyState.onRelease();
mSwitchActions.requestUpdatingShiftState();
return;
} else if (mAlphabetShiftState.isShiftLockShifted() && withSliding) {
//comment
setShiftLocked(true);
} else if (mAlphabetShiftState.isManualShifted() && withSliding) {
//comment
mSwitchState = SWITCH_STATE_MOMENTARY_ALPHA_SHIFT;
} else if (isShiftLocked && !mAlphabetShiftState.isShiftLockShifted()
&& (mShiftKeyState.isPressing() || mShiftKeyState.isPressingOnShifted())
&& !withSliding) {
//comment
} else if (isShiftLocked && !mShiftKeyState.isIgnoring() && !withSliding) {
//comment
setShiftLocked(false);
} else if (mAlphabetShiftState.isShiftedOrShiftLocked()
&& mShiftKeyState.isPressingOnShifted() && !withSliding) {
//comment
setShifted(UNSHIFT);
mIsInAlphabetUnshiftedFromShifted = true;
} else if (mAlphabetShiftState.isManualShiftedFromAutomaticShifted()
&& mShiftKeyState.isPressing() && !withSliding) {
//comment
//comment
setShifted(UNSHIFT);
mIsInAlphabetUnshiftedFromShifted = true;
}
} else {
//comment
//comment
if (mShiftKeyState.isChording()) {
toggleShiftInSymbols();
}
}
mShiftKeyState.onRelease();
}"
37,"private static boolean revokeSingle(@NonNull String packageName, @NonNull String permission,
boolean onlyIfGrantedByRole, boolean onlyIfGrantedByDefault,
boolean overrideSystemFixed, @NonNull Context context) {
if (onlyIfGrantedByRole == onlyIfGrantedByDefault) {
throw new IllegalArgumentException(""Permission can be revoked only if either granted by""
+ "" role, or granted by default, but not both"");
}

if (onlyIfGrantedByRole) {
if (!isPermissionGrantedByRole(packageName, permission, context)) {
return false;
}
setPermissionFlags(packageName, permission, 0,
PackageManager.FLAG_PERMISSION_GRANTED_BY_ROLE, context);
}

if (onlyIfGrantedByDefault) {
if (!isPermissionGrantedByDefault(packageName, permission, context)) {
return false;
}
//comment
setPermissionFlags(packageName, permission, 0,
PackageManager.FLAG_PERMISSION_GRANTED_BY_DEFAULT, context);
//comment
//comment
}

if (isPermissionFixed(packageName, permission, overrideSystemFixed, false, context)
&& isPermissionAndAppOpGranted(packageName, permission, context)) {
//comment
return false;
}

<start>if (isForegroundPermission(permission, context)) {
String backgroundPermission = getBackgroundPermission(permission, context);
if (isPermissionAndAppOpGranted(packageName, backgroundPermission, context)) {
//comment
return false;
}
}<end>

return revokePermissionAndAppOp(packageName, permission, context);
}","private static boolean revokeSingle(@NonNull String packageName, @NonNull String permission,
boolean onlyIfGrantedByRole, boolean onlyIfGrantedByDefault,
boolean overrideSystemFixed, @NonNull Context context) {
if (onlyIfGrantedByRole == onlyIfGrantedByDefault) {
throw new IllegalArgumentException(""Permission can be revoked only if either granted by""
+ "" role, or granted by default, but not both"");
}

if (onlyIfGrantedByRole) {
if (!isPermissionGrantedByRole(packageName, permission, context)) {
return false;
}
setPermissionFlags(packageName, permission, 0,
PackageManager.FLAG_PERMISSION_GRANTED_BY_ROLE, context);
}

if (onlyIfGrantedByDefault) {
if (!isPermissionGrantedByDefault(packageName, permission, context)) {
return false;
}
//comment
setPermissionFlags(packageName, permission, 0,
PackageManager.FLAG_PERMISSION_GRANTED_BY_DEFAULT, context);
//comment
//comment
}

if (isPermissionFixed(packageName, permission, overrideSystemFixed, false, context)
&& isPermissionAndAppOpGranted(packageName, permission, context)) {
//comment
return false;
}

if (isForegroundPermission(permission, context)) {
String backgroundPermission = getBackgroundPermission(permission, context);
<start>if (isPermissionAndAppOpGranted(packageName, backgroundPermission, context)) {
//comment
return false;
}<end>
}

return revokePermissionAndAppOp(packageName, permission, context);
}"
39,"     static void downloadFinished(final Context context, final Intent intent) {
//comment
final long fileId = intent.getLongExtra(DownloadManager.EXTRA_DOWNLOAD_ID, NOT_AN_ID);
PrivateLog.log(""Download finished with id "" + fileId);
Utils.l(""DownloadFinished with id"", fileId);
if (NOT_AN_ID == fileId) return;

final DownloadManager manager =
(DownloadManager) context.getSystemService(Context.DOWNLOAD_SERVICE);
final CompletedDownloadInfo downloadInfo = getCompletedDownloadInfo(manager, fileId);

final ArrayList<DownloadRecord> recordList =
getDownloadRecordsForCompletedDownloadInfo(context, downloadInfo);
if (null == recordList) return;
Utils.l(""Received result for download "", fileId);

//comment
//comment
//comment
//comment

<start>for (final DownloadRecord record : recordList) {
//comment
boolean downloadSuccessful = false;
try {
if (downloadInfo.wasSuccessful()) {
downloadSuccessful = handleDownloadedFile(context, record, manager, fileId);
}
} finally {
if (record.isMetadata()) {
publishUpdateMetadataCompleted(context, downloadSuccessful);
} else {
final SQLiteDatabase db = MetadataDbHelper.getDb(context, record.mClientId);
publishUpdateWordListCompleted(context, downloadSuccessful, fileId,
db, record.mAttributes, record.mClientId);
}
}
}
//comment
manager.remove(fileId);<end>
}","     static void downloadFinished(final Context context, final Intent intent) {
//comment
final long fileId = intent.getLongExtra(DownloadManager.EXTRA_DOWNLOAD_ID, NOT_AN_ID);
PrivateLog.log(""Download finished with id "" + fileId);
Utils.l(""DownloadFinished with id"", fileId);
if (NOT_AN_ID == fileId) return;

final DownloadManager manager =
(DownloadManager) context.getSystemService(Context.DOWNLOAD_SERVICE);
final CompletedDownloadInfo downloadInfo = getCompletedDownloadInfo(manager, fileId);

final ArrayList<DownloadRecord> recordList =
getDownloadRecordsForCompletedDownloadInfo(context, downloadInfo);
if (null == recordList) return;
Utils.l(""Received result for download "", fileId);

//comment
//comment
//comment
//comment

for (final DownloadRecord record : recordList) {
//comment
boolean downloadSuccessful = false;
try {
if (downloadInfo.wasSuccessful()) {
downloadSuccessful = handleDownloadedFile(context, record, manager, fileId);
}
} finally {
if (record.isMetadata()) {
publishUpdateMetadataCompleted(context, downloadSuccessful);
} else {
final SQLiteDatabase db = MetadataDbHelper.getDb(context, record.mClientId);
publishUpdateWordListCompleted(context, downloadSuccessful, fileId,
db, record.mAttributes, record.mClientId);
}
}
}
//comment
<start>manager.remove(fileId);<end>
}"
42,"private void showNotifications(List<Rec> recs) {
createNotificationChannel();

final int recCount = recs.size();
for (int i = 0; i < recCount; i++) {
final Rec rec = recs.get(i);

//comment
<start>final PendingIntent dialog = PendingIntent.getActivity(mContext, 0,
newDialogIntent(rec), 0);<end>

//comment
final PendingIntent deny = PendingIntent.getBroadcast(mContext, 0,
new Intent(ApprovalReceiver.ACTION_DENY, rec.report.getUri(),
mContext, ApprovalReceiver.class),
0);

//comment
final Notification notification = new Notification.Builder(mContext)
.setStyle(new Notification.BigTextStyle())
.setContentTitle(
mContext.getString(R.string.incident_report_notification_title))
.setContentText(
mContext.getString(R.string.incident_report_notification_text,
rec.label))
.setSmallIcon(R.drawable.ic_bug_report_black_24dp)
.setWhen(rec.report.getTimestamp())
.setGroup(Constants.INCIDENT_NOTIFICATION_GROUP_KEY)
.setChannelId(Constants.INCIDENT_NOTIFICATION_CHANNEL_ID)
.setSortKey(getSortKey(rec.report.getTimestamp()))
.setContentIntent(dialog)
.setDeleteIntent(deny)
.setColor(mContext.getColor(
android.R.color.system_notification_accent_color))
.extend(new Notification.TvExtender())
.build();

//comment
mNm.notify(rec.report.getUri().toString(), Constants.INCIDENT_NOTIFICATION_ID,
notification);
}
}","private void showNotifications(List<Rec> recs) {
createNotificationChannel();

final int recCount = recs.size();
for (int i = 0; i < recCount; i++) {
final Rec rec = recs.get(i);

//comment
<start>final PendingIntent dialog = PendingIntent.getActivity(mContext, 0,
newDialogIntent(rec), 0);<end>

//comment
final PendingIntent deny = PendingIntent.getBroadcast(mContext, 0,
new Intent(ApprovalReceiver.ACTION_DENY, rec.report.getUri(),
mContext, ApprovalReceiver.class),
0);

//comment
final Notification notification = new Notification.Builder(mContext)
.setStyle(new Notification.BigTextStyle())
.setContentTitle(
mContext.getString(R.string.incident_report_notification_title))
.setContentText(
mContext.getString(R.string.incident_report_notification_text,
rec.label))
.setSmallIcon(R.drawable.ic_bug_report_black_24dp)
.setWhen(rec.report.getTimestamp())
.setGroup(Constants.INCIDENT_NOTIFICATION_GROUP_KEY)
.setChannelId(Constants.INCIDENT_NOTIFICATION_CHANNEL_ID)
.setSortKey(getSortKey(rec.report.getTimestamp()))
.setContentIntent(dialog)
.setDeleteIntent(deny)
.setColor(mContext.getColor(
android.R.color.system_notification_accent_color))
.extend(new Notification.TvExtender())
.build();

//comment
mNm.notify(rec.report.getUri().toString(), Constants.INCIDENT_NOTIFICATION_ID,
notification);
}
}"
44,"@Override
public Dialog onCreateDialog(Bundle savedInstanceState) {
//comment
final Resources res = getActivity().getResources();
final LayoutInflater dialogInflater = (LayoutInflater)getActivity()
.getSystemService(Context.LAYOUT_INFLATER_SERVICE);
final String callingActivity = getArguments().getString(
VCardCommonArguments.ARG_CALLING_ACTIVITY);

//comment
final ArrayAdapter<AdapterEntry> adapter = new ArrayAdapter<AdapterEntry>(getActivity(),
R.layout.select_dialog_item) {
@Override
public View getView(int position, View convertView, ViewGroup parent) {
final View result = convertView != null ? convertView :
dialogInflater.inflate(R.layout.select_dialog_item, parent, false);

final TextView text = (TextView) result.findViewById(R.id.primary_text);
final View secondaryText = result.findViewById(R.id.secondary_text);
secondaryText.setVisibility(View.GONE);

text.setText(getItem(position).mLabel);
return result;
}
};

if (res.getBoolean(R.bool.config_allow_export)) {
adapter.add(new AdapterEntry(getString(R.string.export_to_vcf_file),
R.string.export_to_vcf_file));
}
if (res.getBoolean(R.bool.config_allow_share_contacts)) {
if (mExportMode == EXPORT_MODE_FAVORITES) {
//comment
adapter.add(new AdapterEntry(getString(R.string.share_favorite_contacts),
R.string.share_contacts));
} else {
//comment
//comment
adapter.add(new AdapterEntry(getString(R.string.share_contacts),
R.string.share_contacts));
}
}

final DialogInterface.OnClickListener clickListener =
new DialogInterface.OnClickListener() {
@Override
public void onClick(DialogInterface dialog, int which) {
boolean dismissDialog;
final int resId = adapter.getItem(which).mChoiceResourceId;
if (resId == R.string.export_to_vcf_file) {
dismissDialog = true;
final Intent exportIntent = new Intent(
getActivity(), ExportVCardActivity.class);
exportIntent.putExtra(VCardCommonArguments.ARG_CALLING_ACTIVITY,
callingActivity);
getActivity().startActivity(exportIntent);
} else if (resId == R.string.share_contacts) {
dismissDialog = true;
if (mExportMode == EXPORT_MODE_FAVORITES) {
doShareFavoriteContacts();
} else {
final Intent exportIntent = new Intent(
getActivity(), ShareVCardActivity.class);
exportIntent.putExtra(VCardCommonArguments.ARG_CALLING_ACTIVITY,
callingActivity);
getActivity().startActivity(exportIntent);
}
} else {
dismissDialog = true;
Log.e(TAG, ""Unexpected resource: ""
+ getActivity().getResources().getResourceEntryName(resId));
}
if (dismissDialog) {
dialog.dismiss();
}
}
};
final TextView title = (TextView) View.inflate(getActivity(), R.layout.dialog_title, null);
title.setText(R.string.dialog_export);
return new AlertDialog.Builder(getActivity())
.setCustomTitle(title)
.setSingleChoiceItems(adapter, -1, clickListener)
.create();
}","@Override
public Dialog onCreateDialog(Bundle savedInstanceState) {
//comment
final Resources res = getActivity().getResources();
final LayoutInflater dialogInflater = (LayoutInflater)getActivity()
.getSystemService(Context.LAYOUT_INFLATER_SERVICE);
final String callingActivity = getArguments().getString(
VCardCommonArguments.ARG_CALLING_ACTIVITY);

//comment
final ArrayAdapter<AdapterEntry> adapter = new ArrayAdapter<AdapterEntry>(getActivity(),
R.layout.select_dialog_item) {
@Override
public View getView(int position, View convertView, ViewGroup parent) {
final View result = convertView != null ? convertView :
dialogInflater.inflate(R.layout.select_dialog_item, parent, false);

final TextView text = (TextView) result.findViewById(R.id.primary_text);
final View secondaryText = result.findViewById(R.id.secondary_text);
secondaryText.setVisibility(View.GONE);

text.setText(getItem(position).mLabel);
return result;
}
};

if (res.getBoolean(R.bool.config_allow_export)) {
adapter.add(new AdapterEntry(getString(R.string.export_to_vcf_file),
R.string.export_to_vcf_file));
}
if (res.getBoolean(R.bool.config_allow_share_contacts)) {
if (mExportMode == EXPORT_MODE_FAVORITES) {
//comment
<start>adapter.add(new AdapterEntry(getString(R.string.share_favorite_contacts),
R.string.share_contacts));<end>
} else {
//comment
//comment
adapter.add(new AdapterEntry(getString(R.string.share_contacts),
R.string.share_contacts));
}
}

final DialogInterface.OnClickListener clickListener =
new DialogInterface.OnClickListener() {
@Override
public void onClick(DialogInterface dialog, int which) {
boolean dismissDialog;
final int resId = adapter.getItem(which).mChoiceResourceId;
if (resId == R.string.export_to_vcf_file) {
dismissDialog = true;
final Intent exportIntent = new Intent(
getActivity(), ExportVCardActivity.class);
exportIntent.putExtra(VCardCommonArguments.ARG_CALLING_ACTIVITY,
callingActivity);
getActivity().startActivity(exportIntent);
} else if (resId == R.string.share_contacts) {
dismissDialog = true;
if (mExportMode == EXPORT_MODE_FAVORITES) {
doShareFavoriteContacts();
} else {
final Intent exportIntent = new Intent(
getActivity(), ShareVCardActivity.class);
exportIntent.putExtra(VCardCommonArguments.ARG_CALLING_ACTIVITY,
callingActivity);
getActivity().startActivity(exportIntent);
}
} else {
dismissDialog = true;
Log.e(TAG, ""Unexpected resource: ""
+ getActivity().getResources().getResourceEntryName(resId));
}
if (dismissDialog) {
dialog.dismiss();
}
}
};
final TextView title = (TextView) View.inflate(getActivity(), R.layout.dialog_title, null);
title.setText(R.string.dialog_export);
return new AlertDialog.Builder(getActivity())
.setCustomTitle(title)
.setSingleChoiceItems(adapter, -1, clickListener)
.create();
}"
